word,source_grade_hint,normalized_band,source_list,rank,count,academic,pos,notes,band,preferred_band,beginner_score,intermediate_score,advanced_score,source_tags,source_files
off,2,k-5th grade,beginner_k_to_5,33,,false,prep,tier1_dolch+dolch_grade2+fry_overlap+grade2_week17_item2,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
grow,1,k-5th grade,beginner_k_to_5,34,,false,v,tier1_dolch+dolch_grade3+fry_overlap+grade1_week31_item3,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
new,K,k-5th grade,beginner_k_to_5,34,,false,n,tier1_dolch+dolch_primer+fry_overlap+grade2_week1_item2,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
open,1,k-5th grade,beginner_k_to_5,34,,false,adj,tier1_dolch+dolch_grade1+fry_overlap+grade3_week8_item3,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
run,K,k-5th grade,beginner_k_to_5,34,,false,v,tier1_dolch+dolch_preprimer+fry_overlap+grade1_week15_item6,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
any,1,k-5th grade,beginner_k_to_5,35,,false,det,tier1_dolch+dolch_grade1+fry_overlap+grade2_week8_item3,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
can,K,k-5th grade,beginner_k_to_5,35,,false,v,tier1_dolch+dolch_preprimer+fry_overlap+grade1_week2_item6,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
cold,2,k-5th grade,beginner_k_to_5,35,,false,adj,tier1_dolch+dolch_grade2+fry_overlap+grade2_week6_item7,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
only,2,k-5th grade,beginner_k_to_5,35,,false,adv,tier1_dolch+dolch_grade3+fry_overlap+grade2_week1_item5,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
what,K,k-5th grade,beginner_k_to_5,35,,false,det,tier1_dolch+dolch_primer+fry_overlap+grade1_week9_item1,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
best,2,k-5th grade,beginner_k_to_5,36,,false,adj,tier1_dolch+dolch_grade2+fry_overlap+grade3_week1_item6,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
find,K,k-5th grade,beginner_k_to_5,36,,false,v,tier1_dolch+dolch_preprimer+fry_overlap+grade1_week23_item3,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
has,1,k-5th grade,beginner_k_to_5,36,,false,v,tier1_dolch+dolch_grade1+fry_overlap+grade1_week18_item1,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
must,K,k-5th grade,beginner_k_to_5,36,,false,v,tier1_dolch+dolch_primer+fry_overlap+grade1_week24_item7,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
pit,1,k-5th grade,beginner_k_to_5,36,,false,n,elementary_fill+grade1+grade1_week5_item4,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
how,1,k-5th grade,beginner_k_to_5,37,,false,adv,tier1_dolch+dolch_grade1+fry_overlap+grade1_week12_item4,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
see,K,k-5th grade,beginner_k_to_5,37,,false,v,tier1_dolch+dolch_preprimer+fry_overlap+grade1_week19_item3,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
so,K,k-5th grade,beginner_k_to_5,37,,false,conj,tier1_dolch+dolch_primer+fry_overlap+grade1_week15_item4,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
tell,1,k-5th grade,beginner_k_to_5,37,,false,v,tier1_dolch+dolch_grade2+fry_overlap+grade1_week20_item5,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
live,1,k-5th grade,beginner_k_to_5,38,,false,v,tier1_dolch+dolch_grade1+fry_overlap+grade2_week3_item1,beginner,beginner,30.8,7.5,3.4,beginner_seed,beginner_k_to_5.csv
upon,2,k-5th grade,beginner_k_to_5,38,,false,prep,tier1_dolch+dolch_grade2+fry_overlap+grade3_week5_item1,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
get,K,k-5th grade,beginner_k_to_5,39,,false,v,tier1_dolch+dolch_primer+fry_overlap+grade1_week17_item6,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
hold,2,k-5th grade,beginner_k_to_5,39,,false,v,tier1_dolch+dolch_grade3+fry_overlap+grade2_week1_item16,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
know,1,k-5th grade,beginner_k_to_5,39,,false,v,tier1_dolch+dolch_grade1+fry_overlap+grade2_week2_item3,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
not,K,k-5th grade,beginner_k_to_5,39,,false,adv,tier1_dolch+dolch_preprimer+fry_overlap+grade1_week8_item4,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
work,2,k-5th grade,beginner_k_to_5,39,,false,v,tier1_dolch+dolch_grade2+fry_overlap+grade2_week2_item2,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
raw,2,k-5th grade,beginner_k_to_5,40,,false,n,elementary_fill+grade2+grade2_week3_item8,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
jar,2,k-5th grade,beginner_k_to_5,41,,false,n,elementary_fill+grade2+grade2_week3_item9,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
like,K,k-5th grade,beginner_k_to_5,41,,false,n,tier1_dolch+dolch_primer+fry_overlap+grade1_week17_item1,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
put,1,k-5th grade,beginner_k_to_5,41,,false,v,tier1_dolch+dolch_grade1+fry_overlap+grade2_week11_item2,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
warm,2,k-5th grade,beginner_k_to_5,41,,false,adj,tier1_dolch+dolch_grade3+fry_overlap+grade2_week14_item3,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
sing,2,k-5th grade,beginner_k_to_5,42,,false,v,tier1_dolch+dolch_grade2+fry_overlap+grade2_week22_item3,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
soon,K,k-5th grade,beginner_k_to_5,42,,false,adv,tier1_dolch+dolch_primer+fry_overlap+grade2_week9_item2,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
does,2,k-5th grade,beginner_k_to_5,43,,false,v,tier1_dolch+dolch_grade2+fry_overlap+grade2_week11_item4,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
this,K,k-5th grade,beginner_k_to_5,43,,false,det,tier1_dolch+dolch_primer+fry_overlap+grade1_week6_item3,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
each,1,k-5th grade,beginner_k_to_5,44,,false,det,tier2_fry_filtered+fry_rank_44+grade1_week11_item4,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
our,K,k-5th grade,beginner_k_to_5,44,,false,det,tier1_dolch+dolch_primer+fry_overlap+grade2_week4_item4,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
whom,4,k-5th grade,beginner_k_to_5,44,,false,pron,elementary_fill+grade4+grade4_week3_item4,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
wish,2,k-5th grade,beginner_k_to_5,44,,false,adj,tier1_dolch+dolch_grade2+fry_overlap+grade2_week20_item10,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
goes,2,k-5th grade,beginner_k_to_5,45,,false,n,tier1_dolch+dolch_grade2,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
will,K,k-5th grade,beginner_k_to_5,45,,false,v,tier1_dolch+dolch_primer+fry_overlap+grade1_week13_item3,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
ate,K,k-5th grade,beginner_k_to_5,46,,false,n,tier1_dolch+dolch_primer,beginner,beginner,30.8,7.5,3.4,beginner_seed,beginner_k_to_5.csv
many,1,k-5th grade,beginner_k_to_5,46,,false,det,tier1_dolch+dolch_grade2+fry_overlap+grade1_week14_item4,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
pig,1,k-5th grade,beginner_k_to_5,46,,false,n,elementary_fill+grade1+grade1_week6_item6,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
dig,1,k-5th grade,beginner_k_to_5,47,,false,n,elementary_fill+grade1+grade1_week6_item7,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
yes,K,k-5th grade,beginner_k_to_5,47,,false,adv,tier1_dolch+dolch_primer+fry_overlap+grade2_week17_item13,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
say,K,k-5th grade,beginner_k_to_5,48,,false,v,tier1_dolch+dolch_primer+fry_overlap+grade2_week6_item1,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
wig,1,k-5th grade,beginner_k_to_5,48,,false,n,elementary_fill+grade1+grade1_week6_item8,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
went,K,k-5th grade,beginner_k_to_5,49,,false,v,tier1_dolch+dolch_primer+fry_overlap+grade2_week14_item2,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
are,K,k-5th grade,beginner_k_to_5,51,,false,v,tier1_dolch+dolch_primer+fry_overlap+grade1_week4_item3,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
pin,1,k-5th grade,beginner_k_to_5,53,,false,n,elementary_fill+grade1+grade1_week7_item5,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
dirt,2,k-5th grade,beginner_k_to_5,55,,false,n,elementary_fill+grade2+grade2_week4_item7,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
spin,1,k-5th grade,beginner_k_to_5,55,,false,n,elementary_fill+grade1+grade1_week7_item7,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
sick,1,k-5th grade,beginner_k_to_5,61,,false,n,elementary_fill+grade1+grade1_week8_item5,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
kick,1,k-5th grade,beginner_k_to_5,62,,false,n,elementary_fill+grade1+grade1_week8_item6,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
time,1,k-5th grade,beginner_k_to_5,68,,false,n,tier2_fry_filtered+fry_rank_68+grade1_week17_item4,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
pot,1,k-5th grade,beginner_k_to_5,70,,false,n,elementary_fill+grade1+grade1_week9_item6,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
more,1,k-5th grade,beginner_k_to_5,72,,false,adv,tier2_fry_filtered+fry_rank_72+grade1_week18_item4,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
pop,1,k-5th grade,beginner_k_to_5,75,,false,n,elementary_fill+grade1+grade1_week10_item3,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
mop,1,k-5th grade,beginner_k_to_5,77,,false,n,elementary_fill+grade1+grade1_week10_item5,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
push,2,k-5th grade,beginner_k_to_5,78,,false,v,elementary_fill+grade2+grade2_week5_item14,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
way,1,k-5th grade,beginner_k_to_5,78,,false,n,tier2_fry_filtered+fry_rank_78+grade1_week27_item1,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
zero,3,k-5th grade,beginner_k_to_5,78,,false,n,elementary_fill+grade3+grade3_week5_item14,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
hop,1,k-5th grade,beginner_k_to_5,79,,false,n,elementary_fill+grade1+grade1_week10_item7,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
than,1,k-5th grade,beginner_k_to_5,82,,false,conj,tier2_fry_filtered+fry_rank_82+grade1_week3_item1,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
mob,1,k-5th grade,beginner_k_to_5,86,,false,n,elementary_fill+grade1+grade1_week11_item6,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
cob,1,k-5th grade,beginner_k_to_5,87,,false,n,elementary_fill+grade1+grade1_week11_item7,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
fold,2,k-5th grade,beginner_k_to_5,88,,false,n,elementary_fill+grade2+grade2_week6_item8,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
oil,1,k-5th grade,beginner_k_to_5,88,,false,n,tier2_fry_filtered+fry_rank_88+grade1_week22_item4,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
rob,1,k-5th grade,beginner_k_to_5,88,,false,n,elementary_fill+grade1+grade1_week11_item8,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
mold,2,k-5th grade,beginner_k_to_5,89,,false,n,elementary_fill+grade2+grade2_week6_item9,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
knot,3,k-5th grade,beginner_k_to_5,90,,false,n,elementary_fill+grade3+grade3_week6_item10,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
sold,2,k-5th grade,beginner_k_to_5,90,,false,n,elementary_fill+grade2+grade2_week6_item10,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
day,1,k-5th grade,beginner_k_to_5,93,,false,n,tier2_fry_filtered+fry_rank_93+grade1_week24_item2,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
sock,1,k-5th grade,beginner_k_to_5,93,,false,n,elementary_fill+grade1+grade1_week12_item5,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
part,1,k-5th grade,beginner_k_to_5,99,,false,n,tier2_fry_filtered+fry_rank_99+grade1_week25_item4,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
nut,1,k-5th grade,beginner_k_to_5,102,,false,n,elementary_fill+grade1+grade1_week13_item6,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
hut,1,k-5th grade,beginner_k_to_5,103,,false,n,elementary_fill+grade1+grade1_week13_item7,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
shut,1,k-5th grade,beginner_k_to_5,104,,false,n,elementary_fill+grade1+grade1_week13_item8,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
bug,1,k-5th grade,beginner_k_to_5,109,,false,n,elementary_fill+grade1+grade1_week14_item5,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
year,2,k-5th grade,beginner_k_to_5,109,,false,n,tier2_fry_filtered+fry_rank_109+grade2_week24_item15,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
hug,1,k-5th grade,beginner_k_to_5,110,,false,n,elementary_fill+grade1+grade1_week14_item6,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
rug,1,k-5th grade,beginner_k_to_5,111,,false,n,elementary_fill+grade1+grade1_week14_item7,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
back,1,k-5th grade,beginner_k_to_5,112,,false,n,tier2_fry_filtered+fry_rank_112+grade1_week4_item5,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
mug,1,k-5th grade,beginner_k_to_5,112,,false,n,elementary_fill+grade1+grade1_week14_item8,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
most,2,k-5th grade,beginner_k_to_5,114,,false,n,tier2_fry_filtered+fry_rank_114+grade2_week3_item5,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
bun,1,k-5th grade,beginner_k_to_5,120,,false,n,elementary_fill+grade1+grade1_week15_item8,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
name,1,k-5th grade,beginner_k_to_5,120,,false,n,tier2_fry_filtered+fry_rank_120+grade1_week26_item5,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
glue,2,k-5th grade,beginner_k_to_5,121,,false,n,elementary_fill+grade2+grade2_week8_item9,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
due,2,k-5th grade,beginner_k_to_5,122,,false,n,elementary_fill+grade2+grade2_week8_item10,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
man,1,k-5th grade,beginner_k_to_5,123,,false,n,tier2_fry_filtered+fry_rank_123+grade1_week2_item5,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
duck,1,k-5th grade,beginner_k_to_5,125,,false,n,elementary_fill+grade1+grade1_week16_item5,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
luck,1,k-5th grade,beginner_k_to_5,126,,false,n,elementary_fill+grade1+grade1_week16_item6,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
suck,1,k-5th grade,beginner_k_to_5,127,,false,n,elementary_fill+grade1+grade1_week16_item7,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
line,2,k-5th grade,beginner_k_to_5,132,,false,n,tier2_fry_filtered+fry_rank_132+grade2_week7_item3,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
oval,4,k-5th grade,beginner_k_to_5,132,,false,adj,elementary_fill+grade4+grade4_week7_item12,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
pet,1,k-5th grade,beginner_k_to_5,133,,false,n,elementary_fill+grade1+grade1_week17_item5,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
mean,2,k-5th grade,beginner_k_to_5,135,,false,n,tier2_fry_filtered+fry_rank_135+grade2_week10_item6,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
wet,1,k-5th grade,beginner_k_to_5,135,,false,n,elementary_fill+grade1+grade1_week17_item7,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
burn,2,k-5th grade,beginner_k_to_5,137,,false,v,elementary_fill+grade2+grade2_week9_item9,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
curl,2,k-5th grade,beginner_k_to_5,138,,false,n,elementary_fill+grade2+grade2_week9_item10,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
same,2,k-5th grade,beginner_k_to_5,138,,false,adj,tier2_fry_filtered+fry_rank_138+grade2_week8_item4,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
boy,2,k-5th grade,beginner_k_to_5,140,,false,n,tier2_fry_filtered+fry_rank_140+grade2_week9_item1,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
fed,1,k-5th grade,beginner_k_to_5,143,,false,v,elementary_fill+grade1+grade1_week18_item7,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
sled,1,k-5th grade,beginner_k_to_5,144,,false,v,elementary_fill+grade1+grade1_week18_item8,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
also,2,k-5th grade,beginner_k_to_5,145,,false,n,tier2_fry_filtered+fry_rank_145+grade2_week10_item1,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
form,2,k-5th grade,beginner_k_to_5,147,,false,n,tier2_fry_filtered+fry_rank_147+grade2_week27_item13,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
hen,1,k-5th grade,beginner_k_to_5,150,,false,n,elementary_fill+grade1+grade1_week19_item6,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
set,1,k-5th grade,beginner_k_to_5,150,,false,n,tier2_fry_filtered+fry_rank_150+grade1_week24_item4,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
pen,1,k-5th grade,beginner_k_to_5,151,,false,n,elementary_fill+grade1+grade1_week19_item7,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
end,2,k-5th grade,beginner_k_to_5,152,,false,n,tier2_fry_filtered+fry_rank_152+grade2_week11_item3,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
peak,2,k-5th grade,beginner_k_to_5,152,,false,n,elementary_fill+grade2+grade2_week10_item8,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
even,2,k-5th grade,beginner_k_to_5,159,,false,n,tier2_fry_filtered+fry_rank_159+grade2_week12_item5,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
such,2,k-5th grade,beginner_k_to_5,160,,false,n,tier2_fry_filtered+fry_rank_160+grade2_week19_item7,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
ant,1,k-5th grade,beginner_k_to_5,162,,false,adj,elementary_fill+grade1+grade1_week21_item2,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
turn,2,k-5th grade,beginner_k_to_5,162,,false,v,tier2_fry_filtered+fry_rank_162+grade2_week9_item8,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
glad,1,k-5th grade,beginner_k_to_5,167,,false,n,elementary_fill+grade1+grade1_week21_item7,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
hoe,3,k-5th grade,beginner_k_to_5,167,,false,n,elementary_fill+grade3+grade3_week11_item7,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
men,1,k-5th grade,beginner_k_to_5,167,,false,n,tier2_fry_filtered+fry_rank_167+grade1_week19_item5,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
mad,1,k-5th grade,beginner_k_to_5,168,,false,n,elementary_fill+grade1+grade1_week21_item8,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
need,1,k-5th grade,beginner_k_to_5,169,,false,v,tier2_fry_filtered+fry_rank_169+grade1_week36_item5,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
land,2,k-5th grade,beginner_k_to_5,170,,false,n,tier2_fry_filtered+fry_rank_170+grade2_week17_item11,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
home,2,k-5th grade,beginner_k_to_5,172,,false,n,tier2_fry_filtered+fry_rank_172+grade2_week15_item3,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
lip,1,k-5th grade,beginner_k_to_5,174,,false,n,elementary_fill+grade1+grade1_week22_item6,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
move,2,k-5th grade,beginner_k_to_5,174,,false,v,tier2_fry_filtered+fry_rank_174+grade2_week15_item5,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
kid,1,k-5th grade,beginner_k_to_5,175,,false,n,elementary_fill+grade1+grade1_week22_item7,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
pelt,3,k-5th grade,beginner_k_to_5,176,,false,n,elementary_fill+grade3+grade3_week11_item16,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
hand,2,k-5th grade,beginner_k_to_5,177,,false,n,tier2_fry_filtered+fry_rank_177+grade2_week16_item3,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
mom,1,k-5th grade,beginner_k_to_5,181,,false,n,elementary_fill+grade1+grade1_week23_item5,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
fox,1,k-5th grade,beginner_k_to_5,182,,false,n,elementary_fill+grade1+grade1_week23_item6,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
chop,1,k-5th grade,beginner_k_to_5,183,,false,n,elementary_fill+grade1+grade1_week23_item7,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
stew,2,k-5th grade,beginner_k_to_5,183,,false,n,elementary_fill+grade2+grade2_week12_item7,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
air,2,k-5th grade,beginner_k_to_5,184,,false,n,tier2_fry_filtered+fry_rank_184+grade2_week17_item5,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
drew,2,k-5th grade,beginner_k_to_5,184,,false,n,elementary_fill+grade2+grade2_week12_item8,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
chew,2,k-5th grade,beginner_k_to_5,185,,false,n,elementary_fill+grade2+grade2_week12_item9,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
brew,2,k-5th grade,beginner_k_to_5,187,,false,n,elementary_fill+grade2+grade2_week12_item11,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
bus,1,k-5th grade,beginner_k_to_5,189,,false,n,elementary_fill+grade1+grade1_week24_item5,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
page,1,k-5th grade,beginner_k_to_5,189,,false,n,tier2_fry_filtered+fry_rank_189+grade1_week26_item2,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
cup,1,k-5th grade,beginner_k_to_5,192,,false,n,elementary_fill+grade1+grade1_week24_item8,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
web,1,k-5th grade,beginner_k_to_5,197,,false,n,elementary_fill+grade1+grade1_week25_item5,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
germ,2,k-5th grade,beginner_k_to_5,198,,false,n,elementary_fill+grade2+grade2_week13_item6,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
herd,2,k-5th grade,beginner_k_to_5,199,,false,n,elementary_fill+grade2+grade2_week13_item7,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
high,3,k-5th grade,beginner_k_to_5,200,,false,adj,tier2_fry_filtered+fry_rank_200+grade3_week1_item1,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
near,3,k-5th grade,beginner_k_to_5,202,,false,adv,tier2_fry_filtered+fry_rank_202+grade3_week1_item3,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
fern,2,k-5th grade,beginner_k_to_5,203,,false,n,elementary_fill+grade2+grade2_week13_item11,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
food,2,k-5th grade,beginner_k_to_5,204,,false,n,tier2_fry_filtered+fry_rank_204+grade2_week13_item12,beginner,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
