word,source_grade_hint,normalized_band,source_list,rank,count,academic,pos,notes,band,preferred_band,beginner_score,intermediate_score,advanced_score,source_tags,source_files
electron,6,6-8,intermediate_6_to_8,29,138,true,n,tier2_nawl_academic+nawl_rank_29+grade_estimate_6,intermediate,intermediate,6.302,30.236,12.219,intermediate_seed,intermediate_6_to_8.csv
morality,7,6-8,intermediate_6_to_8,572,25,true,n,tier2_nawl_academic+nawl_rank_572+grade_estimate_7,intermediate,intermediate,5.926,30.235,13.181,intermediate_seed,intermediate_6_to_8.csv
communicative,7,6-8,intermediate_6_to_8,573,25,true,adj,tier2_nawl_academic+nawl_rank_573+grade_estimate_7,intermediate,intermediate,5.926,30.235,14.681,intermediate_seed,intermediate_6_to_8.csv
capitalism,7,6-8,intermediate_6_to_8,579,25,true,n,tier2_nawl_academic+nawl_rank_579+grade_estimate_7,intermediate,intermediate,5.926,30.235,13.181,intermediate_seed,intermediate_6_to_8.csv
celebration,8,6-8,intermediate_6_to_8,2477,25,false,n,tier1_ngsl_general+ngsl_rank_2477+grade_estimate_8,intermediate,intermediate,3.926,30.235,12.681,intermediate_seed,intermediate_6_to_8.csv
compensation,8,6-8,intermediate_6_to_8,2479,25,false,n,tier1_ngsl_general+ngsl_rank_2479+grade_estimate_8,intermediate,intermediate,3.926,30.235,12.681,intermediate_seed,intermediate_6_to_8.csv
friendship,8,6-8,intermediate_6_to_8,2486,25,false,n,tier1_ngsl_general+ngsl_rank_2486+grade_estimate_8,intermediate,intermediate,3.926,30.235,11.181,intermediate_seed,intermediate_6_to_8.csv
twist,8,6-8,intermediate_6_to_8,2500,25,false,n,tier1_ngsl_general+ngsl_rank_2500+grade_estimate_8,intermediate,intermediate,4.726,30.235,10.481,intermediate_seed,intermediate_6_to_8.csv
imagination,8,6-8,intermediate_6_to_8,2502,25,false,n,tier1_ngsl_general+ngsl_rank_2502+grade_estimate_8,intermediate,intermediate,3.926,30.235,12.681,intermediate_seed,intermediate_6_to_8.csv
receptor,6,6-8,intermediate_6_to_8,30,137,true,n,tier2_nawl_academic+nawl_rank_30+grade_estimate_6,intermediate,intermediate,6.3,30.234,12.217,intermediate_seed,intermediate_6_to_8.csv
capitalist,7,6-8,intermediate_6_to_8,589,24,true,n,tier2_nawl_academic+nawl_rank_589+grade_estimate_7,intermediate,intermediate,5.919,30.225,13.172,intermediate_seed,intermediate_6_to_8.csv
flexibility,7,6-8,intermediate_6_to_8,590,24,true,n,tier2_nawl_academic+nawl_rank_590+grade_estimate_7,intermediate,intermediate,5.919,30.225,14.672,intermediate_seed,intermediate_6_to_8.csv
initiation,7,6-8,intermediate_6_to_8,592,24,true,n,tier2_nawl_academic+nawl_rank_592+grade_estimate_7,intermediate,intermediate,5.919,30.225,13.172,intermediate_seed,intermediate_6_to_8.csv
consultation,7,6-8,intermediate_6_to_8,595,24,true,n,tier2_nawl_academic+nawl_rank_595+grade_estimate_7,intermediate,intermediate,5.919,30.225,14.672,intermediate_seed,intermediate_6_to_8.csv
commodity,7,6-8,intermediate_6_to_8,599,24,true,n,tier2_nawl_academic+nawl_rank_599+grade_estimate_7,intermediate,intermediate,5.919,30.225,13.172,intermediate_seed,intermediate_6_to_8.csv
compensate,7,6-8,intermediate_6_to_8,602,24,true,v,tier2_nawl_academic+nawl_rank_602+grade_estimate_7,intermediate,intermediate,5.919,30.225,13.172,intermediate_seed,intermediate_6_to_8.csv
stance,7,6-8,intermediate_6_to_8,605,24,true,n,tier2_nawl_academic+nawl_rank_605+grade_estimate_7,intermediate,intermediate,6.719,30.225,12.472,intermediate_seed,intermediate_6_to_8.csv
stabilize,7,6-8,intermediate_6_to_8,606,24,true,v,tier2_nawl_academic+nawl_rank_606+grade_estimate_7,intermediate,intermediate,5.919,30.225,13.172,intermediate_seed,intermediate_6_to_8.csv
partnership,8,6-8,intermediate_6_to_8,2527,24,false,n,tier1_ngsl_general+ngsl_rank_2527+grade_estimate_8,intermediate,intermediate,3.919,30.225,12.672,intermediate_seed,intermediate_6_to_8.csv
participation,8,6-8,intermediate_6_to_8,2528,24,false,n,tier1_ngsl_general+ngsl_rank_2528+grade_estimate_8,intermediate,intermediate,3.919,30.225,12.672,intermediate_seed,intermediate_6_to_8.csv
possession,8,6-8,intermediate_6_to_8,2541,24,false,n,tier1_ngsl_general+ngsl_rank_2541+grade_estimate_8,intermediate,intermediate,3.919,30.225,11.172,intermediate_seed,intermediate_6_to_8.csv
abortion,8,6-8,intermediate_6_to_8,2542,24,false,n,tier1_ngsl_general+ngsl_rank_2542+grade_estimate_8,intermediate,intermediate,3.919,30.225,11.172,intermediate_seed,intermediate_6_to_8.csv
maintenance,8,6-8,intermediate_6_to_8,2548,24,false,n,tier1_ngsl_general+ngsl_rank_2548+grade_estimate_8,intermediate,intermediate,3.919,30.225,12.672,intermediate_seed,intermediate_6_to_8.csv
diversity,8,6-8,intermediate_6_to_8,2561,24,false,n,tier1_ngsl_general+ngsl_rank_2561+grade_estimate_8,intermediate,intermediate,3.919,30.225,11.172,intermediate_seed,intermediate_6_to_8.csv
limitation,8,6-8,intermediate_6_to_8,2574,24,false,n,tier1_ngsl_general+ngsl_rank_2574+grade_estimate_8,intermediate,intermediate,3.919,30.225,11.172,intermediate_seed,intermediate_6_to_8.csv
algorithm,6,6-8,intermediate_6_to_8,32,133,true,n,tier2_nawl_academic+nawl_rank_32+grade_estimate_6,intermediate,intermediate,6.293,30.224,12.209,intermediate_seed,intermediate_6_to_8.csv
fluid,6,6-8,intermediate_6_to_8,33,132,true,adj,tier2_nawl_academic+nawl_rank_33+grade_estimate_6,intermediate,intermediate,7.091,30.222,11.507,intermediate_seed,intermediate_6_to_8.csv
developmental,6,6-8,intermediate_6_to_8,34,131,true,adj,tier2_nawl_academic+nawl_rank_34+grade_estimate_6,intermediate,intermediate,6.29,30.219,13.704,intermediate_seed,intermediate_6_to_8.csv
bound,6,6-8,intermediate_6_to_8,35,130,true,adj,tier2_nawl_academic+nawl_rank_35+grade_estimate_6,intermediate,intermediate,7.088,30.217,11.502,intermediate_seed,intermediate_6_to_8.csv
phosphate,7,6-8,intermediate_6_to_8,612,23,true,v,tier2_nawl_academic+nawl_rank_612+grade_estimate_7,intermediate,intermediate,5.911,30.215,13.163,intermediate_seed,intermediate_6_to_8.csv
elimination,7,6-8,intermediate_6_to_8,617,23,true,n,tier2_nawl_academic+nawl_rank_617+grade_estimate_7,intermediate,intermediate,5.911,30.215,14.663,intermediate_seed,intermediate_6_to_8.csv
circulate,7,6-8,intermediate_6_to_8,620,23,true,v,tier2_nawl_academic+nawl_rank_620+grade_estimate_7,intermediate,intermediate,5.911,30.215,13.163,intermediate_seed,intermediate_6_to_8.csv
indication,8,6-8,intermediate_6_to_8,2575,23,false,n,tier1_ngsl_general+ngsl_rank_2575+grade_estimate_8,intermediate,intermediate,3.911,30.215,11.163,intermediate_seed,intermediate_6_to_8.csv
stability,8,6-8,intermediate_6_to_8,2576,23,false,n,tier1_ngsl_general+ngsl_rank_2576+grade_estimate_8,intermediate,intermediate,3.911,30.215,11.163,intermediate_seed,intermediate_6_to_8.csv
regulate,8,6-8,intermediate_6_to_8,2584,23,false,v,tier1_ngsl_general+ngsl_rank_2584+grade_estimate_8,intermediate,intermediate,3.911,30.215,11.163,intermediate_seed,intermediate_6_to_8.csv
destruction,8,6-8,intermediate_6_to_8,2588,23,false,n,tier1_ngsl_general+ngsl_rank_2588+grade_estimate_8,intermediate,intermediate,3.911,30.215,12.663,intermediate_seed,intermediate_6_to_8.csv
amendment,8,6-8,intermediate_6_to_8,2603,23,false,n,tier1_ngsl_general+ngsl_rank_2603+grade_estimate_8,intermediate,intermediate,3.911,30.215,11.163,intermediate_seed,intermediate_6_to_8.csv
cooperation,8,6-8,intermediate_6_to_8,2606,23,false,n,tier1_ngsl_general+ngsl_rank_2606+grade_estimate_8,intermediate,intermediate,3.911,30.215,12.663,intermediate_seed,intermediate_6_to_8.csv
composition,8,6-8,intermediate_6_to_8,2608,23,false,n,tier1_ngsl_general+ngsl_rank_2608+grade_estimate_8,intermediate,intermediate,3.911,30.215,12.663,intermediate_seed,intermediate_6_to_8.csv
sanction,8,6-8,intermediate_6_to_8,2616,23,false,n,tier1_ngsl_general+ngsl_rank_2616+grade_estimate_8,intermediate,intermediate,3.911,30.215,11.163,intermediate_seed,intermediate_6_to_8.csv
chocolate,8,6-8,intermediate_6_to_8,2620,23,false,v,tier1_ngsl_general+ngsl_rank_2620+grade_estimate_8,intermediate,intermediate,3.911,30.215,11.163,intermediate_seed,intermediate_6_to_8.csv
stimulate,8,6-8,intermediate_6_to_8,2621,23,false,v,tier1_ngsl_general+ngsl_rank_2621+grade_estimate_8,intermediate,intermediate,3.911,30.215,11.163,intermediate_seed,intermediate_6_to_8.csv
narrative,8,6-8,intermediate_6_to_8,2624,23,false,adj,tier1_ngsl_general+ngsl_rank_2624+grade_estimate_8,intermediate,intermediate,3.911,30.215,11.163,intermediate_seed,intermediate_6_to_8.csv
motivation,8,6-8,intermediate_6_to_8,2633,23,false,n,tier1_ngsl_general+ngsl_rank_2633+grade_estimate_8,intermediate,intermediate,3.911,30.215,11.163,intermediate_seed,intermediate_6_to_8.csv
molecular,6,6-8,intermediate_6_to_8,36,126,true,n,tier2_nawl_academic+nawl_rank_36+grade_estimate_6,intermediate,intermediate,6.28,30.207,12.193,intermediate_seed,intermediate_6_to_8.csv
communist,7,6-8,intermediate_6_to_8,628,22,true,n,tier2_nawl_academic+nawl_rank_628+grade_estimate_7,intermediate,intermediate,5.903,30.204,13.154,intermediate_seed,intermediate_6_to_8.csv
rationality,7,6-8,intermediate_6_to_8,635,22,true,n,tier2_nawl_academic+nawl_rank_635+grade_estimate_7,intermediate,intermediate,5.903,30.204,14.654,intermediate_seed,intermediate_6_to_8.csv
championship,8,6-8,intermediate_6_to_8,2640,22,false,n,tier1_ngsl_general+ngsl_rank_2640+grade_estimate_8,intermediate,intermediate,3.903,30.204,12.654,intermediate_seed,intermediate_6_to_8.csv
complexity,8,6-8,intermediate_6_to_8,2644,22,false,n,tier1_ngsl_general+ngsl_rank_2644+grade_estimate_8,intermediate,intermediate,3.903,30.204,11.154,intermediate_seed,intermediate_6_to_8.csv
liability,8,6-8,intermediate_6_to_8,2645,22,false,n,tier1_ngsl_general+ngsl_rank_2645+grade_estimate_8,intermediate,intermediate,3.903,30.204,11.154,intermediate_seed,intermediate_6_to_8.csv
implementation,8,6-8,intermediate_6_to_8,2648,22,false,n,tier1_ngsl_general+ngsl_rank_2648+grade_estimate_8,intermediate,intermediate,3.903,30.204,12.654,intermediate_seed,intermediate_6_to_8.csv
continuous,8,6-8,intermediate_6_to_8,2652,22,false,adj,tier1_ngsl_general+ngsl_rank_2652+grade_estimate_8,intermediate,intermediate,3.903,30.204,11.154,intermediate_seed,intermediate_6_to_8.csv
determination,8,6-8,intermediate_6_to_8,2677,22,false,n,tier1_ngsl_general+ngsl_rank_2677+grade_estimate_8,intermediate,intermediate,3.903,30.204,12.654,intermediate_seed,intermediate_6_to_8.csv
coefficient,6,6-8,intermediate_6_to_8,39,121,true,adj,tier2_nawl_academic+nawl_rank_39+grade_estimate_6,intermediate,intermediate,6.27,30.194,13.682,intermediate_seed,intermediate_6_to_8.csv
anthropology,7,6-8,intermediate_6_to_8,639,21,true,n,tier2_nawl_academic+nawl_rank_639+grade_estimate_7,intermediate,intermediate,5.895,30.193,14.644,intermediate_seed,intermediate_6_to_8.csv
sexuality,7,6-8,intermediate_6_to_8,643,21,true,n,tier2_nawl_academic+nawl_rank_643+grade_estimate_7,intermediate,intermediate,5.895,30.193,13.144,intermediate_seed,intermediate_6_to_8.csv
supplement,8,6-8,intermediate_6_to_8,2716,21,false,n,tier1_ngsl_general+ngsl_rank_2716+grade_estimate_8,intermediate,intermediate,3.895,30.193,11.144,intermediate_seed,intermediate_6_to_8.csv
adjustment,8,6-8,intermediate_6_to_8,2717,21,false,n,tier1_ngsl_general+ngsl_rank_2717+grade_estimate_8,intermediate,intermediate,3.895,30.193,11.144,intermediate_seed,intermediate_6_to_8.csv
membrane,6,6-8,intermediate_6_to_8,41,117,true,n,tier2_nawl_academic+nawl_rank_41+grade_estimate_6,intermediate,intermediate,6.262,30.183,12.173,intermediate_seed,intermediate_6_to_8.csv
inversion,8,6-8,intermediate_6_to_8,652,20,true,n,tier2_nawl_academic+nawl_rank_652+grade_estimate_8,intermediate,intermediate,5.886,30.182,13.134,intermediate_seed,intermediate_6_to_8.csv
epidemiology,8,6-8,intermediate_6_to_8,655,20,true,n,tier2_nawl_academic+nawl_rank_655+grade_estimate_8,intermediate,intermediate,5.886,30.182,14.634,intermediate_seed,intermediate_6_to_8.csv
infectious,8,6-8,intermediate_6_to_8,660,20,true,adj,tier2_nawl_academic+nawl_rank_660+grade_estimate_8,intermediate,intermediate,5.886,30.182,13.134,intermediate_seed,intermediate_6_to_8.csv
psychologist,8,6-8,intermediate_6_to_8,662,20,true,n,tier2_nawl_academic+nawl_rank_662+grade_estimate_8,intermediate,intermediate,5.886,30.182,14.634,intermediate_seed,intermediate_6_to_8.csv
irrigation,8,6-8,intermediate_6_to_8,664,20,true,n,tier2_nawl_academic+nawl_rank_664+grade_estimate_8,intermediate,intermediate,5.886,30.182,13.134,intermediate_seed,intermediate_6_to_8.csv
summarize,8,6-8,intermediate_6_to_8,2729,20,false,v,tier1_ngsl_general+ngsl_rank_2729+grade_estimate_8,intermediate,intermediate,3.886,30.182,11.134,intermediate_seed,intermediate_6_to_8.csv
probability,8,6-8,intermediate_6_to_8,2732,20,false,n,tier1_ngsl_general+ngsl_rank_2732+grade_estimate_8,intermediate,intermediate,3.886,30.182,12.634,intermediate_seed,intermediate_6_to_8.csv
excitement,8,6-8,intermediate_6_to_8,2741,20,false,n,tier1_ngsl_general+ngsl_rank_2741+grade_estimate_8,intermediate,intermediate,3.886,30.182,11.134,intermediate_seed,intermediate_6_to_8.csv
neuron,6,6-8,intermediate_6_to_8,42,116,true,n,tier2_nawl_academic+nawl_rank_42+grade_estimate_6,intermediate,intermediate,7.06,30.18,11.47,intermediate_seed,intermediate_6_to_8.csv
regime,6,6-8,intermediate_6_to_8,45,113,true,n,tier2_nawl_academic+nawl_rank_45+grade_estimate_6,intermediate,intermediate,7.054,30.172,11.463,intermediate_seed,intermediate_6_to_8.csv
rehabilitation,8,6-8,intermediate_6_to_8,667,19,true,n,tier2_nawl_academic+nawl_rank_667+grade_estimate_8,intermediate,intermediate,5.877,30.17,14.624,intermediate_seed,intermediate_6_to_8.csv
infinity,8,6-8,intermediate_6_to_8,676,19,true,n,tier2_nawl_academic+nawl_rank_676+grade_estimate_8,intermediate,intermediate,5.877,30.17,13.124,intermediate_seed,intermediate_6_to_8.csv
attendance,8,6-8,intermediate_6_to_8,2751,19,false,n,tier1_ngsl_general+ngsl_rank_2751+grade_estimate_8,intermediate,intermediate,3.877,30.17,11.124,intermediate_seed,intermediate_6_to_8.csv
ownership,8,6-8,intermediate_6_to_8,2752,19,false,n,tier1_ngsl_general+ngsl_rank_2752+grade_estimate_8,intermediate,intermediate,3.877,30.17,11.124,intermediate_seed,intermediate_6_to_8.csv
qualification,8,6-8,intermediate_6_to_8,2753,19,false,n,tier1_ngsl_general+ngsl_rank_2753+grade_estimate_8,intermediate,intermediate,3.877,30.17,12.624,intermediate_seed,intermediate_6_to_8.csv
sensation,8,6-8,intermediate_6_to_8,688,18,true,n,tier2_nawl_academic+nawl_rank_688+grade_estimate_8,intermediate,intermediate,5.868,30.158,13.113,intermediate_seed,intermediate_6_to_8.csv
molecule,6,6-8,intermediate_6_to_8,47,107,true,n,tier2_nawl_academic+nawl_rank_47+grade_estimate_6,intermediate,intermediate,6.241,30.155,12.148,intermediate_seed,intermediate_6_to_8.csv
enforcement,8,6-8,intermediate_6_to_8,696,17,true,adj,tier2_nawl_academic+nawl_rank_696+grade_estimate_8,intermediate,intermediate,5.859,30.145,14.602,intermediate_seed,intermediate_6_to_8.csv
friction,8,6-8,intermediate_6_to_8,700,17,true,n,tier2_nawl_academic+nawl_rank_700+grade_estimate_8,intermediate,intermediate,5.859,30.145,13.102,intermediate_seed,intermediate_6_to_8.csv
reactive,8,6-8,intermediate_6_to_8,704,17,true,adj,tier2_nawl_academic+nawl_rank_704+grade_estimate_8,intermediate,intermediate,5.859,30.145,13.102,intermediate_seed,intermediate_6_to_8.csv
directive,8,6-8,intermediate_6_to_8,714,17,true,adj,tier2_nawl_academic+nawl_rank_714+grade_estimate_8,intermediate,intermediate,5.859,30.145,13.102,intermediate_seed,intermediate_6_to_8.csv
globalization,8,6-8,intermediate_6_to_8,715,17,true,n,tier2_nawl_academic+nawl_rank_715+grade_estimate_8,intermediate,intermediate,5.859,30.145,14.602,intermediate_seed,intermediate_6_to_8.csv
tournament,8,6-8,intermediate_6_to_8,2782,17,false,n,tier1_ngsl_general+ngsl_rank_2782+grade_estimate_8,intermediate,intermediate,3.859,30.145,11.102,intermediate_seed,intermediate_6_to_8.csv
registration,8,6-8,intermediate_6_to_8,2783,17,false,n,tier1_ngsl_general+ngsl_rank_2783+grade_estimate_8,intermediate,intermediate,3.859,30.145,12.602,intermediate_seed,intermediate_6_to_8.csv
fragment,8,6-8,intermediate_6_to_8,2784,17,false,n,tier1_ngsl_general+ngsl_rank_2784+grade_estimate_8,intermediate,intermediate,3.859,30.145,11.102,intermediate_seed,intermediate_6_to_8.csv
immigration,8,6-8,intermediate_6_to_8,2786,17,false,n,tier1_ngsl_general+ngsl_rank_2786+grade_estimate_8,intermediate,intermediate,3.859,30.145,12.602,intermediate_seed,intermediate_6_to_8.csv
empirical,6,6-8,intermediate_6_to_8,49,103,true,adj,tier2_nawl_academic+nawl_rank_49+grade_estimate_6,intermediate,intermediate,6.232,30.142,12.137,intermediate_seed,intermediate_6_to_8.csv
statistical,6,6-8,intermediate_6_to_8,51,100,true,adj,tier2_nawl_academic+nawl_rank_51+grade_estimate_6,intermediate,intermediate,6.225,30.133,13.629,intermediate_seed,intermediate_6_to_8.csv
equilibrium,6,6-8,intermediate_6_to_8,53,99,true,n,tier2_nawl_academic+nawl_rank_53+grade_estimate_6,intermediate,intermediate,6.222,30.13,13.626,intermediate_seed,intermediate_6_to_8.csv
diagnosis,6,6-8,intermediate_6_to_8,56,96,true,n,tier2_nawl_academic+nawl_rank_56+grade_estimate_6,intermediate,intermediate,6.215,30.12,12.118,intermediate_seed,intermediate_6_to_8.csv
plantation,8,6-8,intermediate_6_to_8,732,15,true,n,tier2_nawl_academic+nawl_rank_732+grade_estimate_8,intermediate,intermediate,5.839,30.118,13.079,intermediate_seed,intermediate_6_to_8.csv
domination,8,6-8,intermediate_6_to_8,738,15,true,n,tier2_nawl_academic+nawl_rank_738+grade_estimate_8,intermediate,intermediate,5.839,30.118,13.079,intermediate_seed,intermediate_6_to_8.csv
undergraduate,8,6-8,intermediate_6_to_8,739,15,true,v,tier2_nawl_academic+nawl_rank_739+grade_estimate_8,intermediate,intermediate,5.839,30.118,14.579,intermediate_seed,intermediate_6_to_8.csv
attachment,8,6-8,intermediate_6_to_8,2794,15,false,n,tier1_ngsl_general+ngsl_rank_2794+grade_estimate_8,intermediate,intermediate,3.839,30.118,11.079,intermediate_seed,intermediate_6_to_8.csv
antibody,6,6-8,intermediate_6_to_8,63,92,true,n,tier2_nawl_academic+nawl_rank_63+grade_estimate_6,intermediate,intermediate,6.205,30.107,12.106,intermediate_seed,intermediate_6_to_8.csv
difficulty,6,6-8,intermediate_6_to_8,1001,92,false,n,tier1_ngsl_general+ngsl_rank_1001+grade_estimate_6,intermediate,intermediate,4.205,30.107,10.106,intermediate_seed,intermediate_6_to_8.csv
innate,8,6-8,intermediate_6_to_8,741,14,true,v,tier2_nawl_academic+nawl_rank_741+grade_estimate_8,intermediate,intermediate,6.628,30.104,12.366,intermediate_seed,intermediate_6_to_8.csv
temporal,6,6-8,intermediate_6_to_8,64,91,true,adj,tier2_nawl_academic+nawl_rank_64+grade_estimate_6,intermediate,intermediate,6.203,30.103,12.103,intermediate_seed,intermediate_6_to_8.csv
shoot,6,6-8,intermediate_6_to_8,1003,91,false,n,tier1_ngsl_general+ngsl_rank_1003+grade_estimate_6,intermediate,intermediate,5.003,30.103,9.403,intermediate_seed,intermediate_6_to_8.csv
announce,6,6-8,intermediate_6_to_8,1004,91,false,n,tier1_ngsl_general+ngsl_rank_1004+grade_estimate_6,intermediate,intermediate,4.203,30.103,10.103,intermediate_seed,intermediate_6_to_8.csv
unless,6,6-8,intermediate_6_to_8,1005,91,false,conj,tier1_ngsl_general+ngsl_rank_1005+grade_estimate_6,intermediate,intermediate,5.003,30.103,9.403,intermediate_seed,intermediate_6_to_8.csv
independent,6,6-8,intermediate_6_to_8,1006,91,false,adj,tier1_ngsl_general+ngsl_rank_1006+grade_estimate_6,intermediate,intermediate,4.203,30.103,11.603,intermediate_seed,intermediate_6_to_8.csv
recommend,6,6-8,intermediate_6_to_8,1007,91,false,n,tier1_ngsl_general+ngsl_rank_1007+grade_estimate_6,intermediate,intermediate,4.203,30.103,10.103,intermediate_seed,intermediate_6_to_8.csv
survey,6,6-8,intermediate_6_to_8,1008,91,false,n,tier1_ngsl_general+ngsl_rank_1008+grade_estimate_6,intermediate,intermediate,5.003,30.103,9.403,intermediate_seed,intermediate_6_to_8.csv
behavioral,6,6-8,intermediate_6_to_8,67,90,true,adj,tier2_nawl_academic+nawl_rank_67+grade_estimate_6,intermediate,intermediate,6.2,30.1,12.1,intermediate_seed,intermediate_6_to_8.csv
bilingual,6,6-8,intermediate_6_to_8,69,89,true,adj,tier2_nawl_academic+nawl_rank_69+grade_estimate_6,intermediate,intermediate,6.197,30.097,12.097,intermediate_seed,intermediate_6_to_8.csv
budget,6,6-8,intermediate_6_to_8,1016,89,false,n,tier1_ngsl_general+ngsl_rank_1016+grade_estimate_6,intermediate,intermediate,4.997,30.097,9.397,intermediate_seed,intermediate_6_to_8.csv
scene,6,6-8,intermediate_6_to_8,1023,89,false,n,tier1_ngsl_general+ngsl_rank_1023+grade_estimate_6,intermediate,intermediate,4.997,30.097,9.397,intermediate_seed,intermediate_6_to_8.csv
writer,6,6-8,intermediate_6_to_8,1024,89,false,n,tier1_ngsl_general+ngsl_rank_1024+grade_estimate_6,intermediate,intermediate,4.997,30.097,9.397,intermediate_seed,intermediate_6_to_8.csv
invite,6,6-8,intermediate_6_to_8,1028,88,false,n,tier1_ngsl_general+ngsl_rank_1028+grade_estimate_6,intermediate,intermediate,4.995,30.093,9.394,intermediate_seed,intermediate_6_to_8.csv
element,6,6-8,intermediate_6_to_8,1030,88,false,n,tier1_ngsl_general+ngsl_rank_1030+grade_estimate_6,intermediate,intermediate,4.195,30.093,10.794,intermediate_seed,intermediate_6_to_8.csv
admit,6,6-8,intermediate_6_to_8,1034,88,false,n,tier1_ngsl_general+ngsl_rank_1034+grade_estimate_6,intermediate,intermediate,4.995,30.093,9.394,intermediate_seed,intermediate_6_to_8.csv
explicit,6,6-8,intermediate_6_to_8,73,87,true,n,tier2_nawl_academic+nawl_rank_73+grade_estimate_6,intermediate,intermediate,6.192,30.089,12.091,intermediate_seed,intermediate_6_to_8.csv
telephone,6,6-8,intermediate_6_to_8,1036,87,false,n,tier1_ngsl_general+ngsl_rank_1036+grade_estimate_6,intermediate,intermediate,4.192,30.089,10.091,intermediate_seed,intermediate_6_to_8.csv
committee,6,6-8,intermediate_6_to_8,1038,87,false,n,tier1_ngsl_general+ngsl_rank_1038+grade_estimate_6,intermediate,intermediate,4.192,30.089,10.091,intermediate_seed,intermediate_6_to_8.csv
advice,6,6-8,intermediate_6_to_8,1040,87,false,n,tier1_ngsl_general+ngsl_rank_1040+grade_estimate_6,intermediate,intermediate,4.992,30.089,9.391,intermediate_seed,intermediate_6_to_8.csv
trial,6,6-8,intermediate_6_to_8,1043,87,false,adj,tier1_ngsl_general+ngsl_rank_1043+grade_estimate_6,intermediate,intermediate,4.992,30.089,9.391,intermediate_seed,intermediate_6_to_8.csv
stress,6,6-8,intermediate_6_to_8,1044,87,false,n,tier1_ngsl_general+ngsl_rank_1044+grade_estimate_6,intermediate,intermediate,4.992,30.089,9.391,intermediate_seed,intermediate_6_to_8.csv
antiquity,8,6-8,intermediate_6_to_8,761,13,true,n,tier2_nawl_academic+nawl_rank_761+grade_estimate_8,intermediate,intermediate,5.817,30.089,13.053,intermediate_seed,intermediate_6_to_8.csv
colonial,6,6-8,intermediate_6_to_8,75,86,true,adj,tier2_nawl_academic+nawl_rank_75+grade_estimate_6,intermediate,intermediate,6.189,30.086,12.088,intermediate_seed,intermediate_6_to_8.csv
phonological,6,6-8,intermediate_6_to_8,76,86,true,adj,tier2_nawl_academic+nawl_rank_76+grade_estimate_6,intermediate,intermediate,6.189,30.086,13.588,intermediate_seed,intermediate_6_to_8.csv
spectrum,6,6-8,intermediate_6_to_8,76,86,true,n,tier2_nawl_academic+nawl_rank_76+grade_estimate_6,intermediate,intermediate,6.189,30.086,12.088,intermediate_seed,intermediate_6_to_8.csv
directly,6,6-8,intermediate_6_to_8,1051,86,false,adv,tier1_ngsl_general+ngsl_rank_1051+grade_estimate_6,intermediate,intermediate,4.189,30.086,10.088,intermediate_seed,intermediate_6_to_8.csv
otherwise,6,6-8,intermediate_6_to_8,1056,86,false,adv,tier1_ngsl_general+ngsl_rank_1056+grade_estimate_6,intermediate,intermediate,4.189,30.086,10.088,intermediate_seed,intermediate_6_to_8.csv
onset,6,6-8,intermediate_6_to_8,79,85,true,n,tier2_nawl_academic+nawl_rank_79+grade_estimate_6,intermediate,intermediate,6.987,30.082,11.384,intermediate_seed,intermediate_6_to_8.csv
extra,6,6-8,intermediate_6_to_8,1058,85,false,n,tier1_ngsl_general+ngsl_rank_1058+grade_estimate_6,intermediate,intermediate,4.987,30.082,9.384,intermediate_seed,intermediate_6_to_8.csv
chair,6,6-8,intermediate_6_to_8,1060,85,false,n,tier1_ngsl_general+ngsl_rank_1060+grade_estimate_6,intermediate,intermediate,4.987,30.082,9.384,intermediate_seed,intermediate_6_to_8.csv
sample,6,6-8,intermediate_6_to_8,1062,85,false,n,tier1_ngsl_general+ngsl_rank_1062+grade_estimate_6,intermediate,intermediate,4.987,30.082,9.384,intermediate_seed,intermediate_6_to_8.csv
dominant,6,6-8,intermediate_6_to_8,81,84,true,adj,tier2_nawl_academic+nawl_rank_81+grade_estimate_6,intermediate,intermediate,6.184,30.079,12.081,intermediate_seed,intermediate_6_to_8.csv
inform,6,6-8,intermediate_6_to_8,1070,84,false,n,tier1_ngsl_general+ngsl_rank_1070+grade_estimate_6,intermediate,intermediate,4.984,30.079,9.381,intermediate_seed,intermediate_6_to_8.csv
appeal,6,6-8,intermediate_6_to_8,1073,84,false,adj,tier1_ngsl_general+ngsl_rank_1073+grade_estimate_6,intermediate,intermediate,4.984,30.079,9.381,intermediate_seed,intermediate_6_to_8.csv
highly,6,6-8,intermediate_6_to_8,1074,84,false,adv,tier1_ngsl_general+ngsl_rank_1074+grade_estimate_6,intermediate,intermediate,4.984,30.079,9.381,intermediate_seed,intermediate_6_to_8.csv
trust,6,6-8,intermediate_6_to_8,1075,84,false,n,tier1_ngsl_general+ngsl_rank_1075+grade_estimate_6,intermediate,intermediate,4.984,30.079,9.381,intermediate_seed,intermediate_6_to_8.csv
absolutely,6,6-8,intermediate_6_to_8,1078,84,false,adv,tier1_ngsl_general+ngsl_rank_1078+grade_estimate_6,intermediate,intermediate,4.184,30.079,10.081,intermediate_seed,intermediate_6_to_8.csv
additional,6,6-8,intermediate_6_to_8,1081,83,false,adj,tier1_ngsl_general+ngsl_rank_1081+grade_estimate_6,intermediate,intermediate,4.181,30.075,10.078,intermediate_seed,intermediate_6_to_8.csv
